40
443.842102 110.000000
185.000000 121.000000
190.500000 125.000000
1172.500000 128.000000
184.000000 133.000000
727.500000 157.500000
936.125000 186.125000
32.000000 255.000000
40.000000 272.000000
23.000000 279.500000
537.882324 343.411774
191.500000 393.000000
184.000000 395.500000
197.000000 397.000000
184.000000 399.000000
199.000000 399.000000
192.000000 405.000000
799.388916 452.111115
523.000000 496.000000
518.157898 501.105255
727.611084 604.333313
357.500000 608.000000
366.000000 608.000000
355.000000 609.000000
352.000000 614.500000
364.000000 615.000000
1004.500000 615.875000
215.666672 634.000000
210.000000 636.000000
208.000000 639.000000
221.000000 640.333313
223.000000 643.500000
220.000000 645.333313
211.000000 646.500000
213.750000 646.750000
209.000000 647.000000
217.000000 647.000000
1192.500000 652.500000
1578.500000 780.000000
79.000000 792.000000
